BU,Year,Month,ProdGroup,RepCust,MonthGrade,QtyGrade,NetUPriceGrade
RSBU,2022,5,PZ,藍宇揭西,G,C,A
RSBU,2022,5,PZ,藍塑東莞,A,C,A
RSBU,2022,5,PZ,藍德中山,B,C,A
RSBU,2022,5,PZ,豐佳東莞,D,D,A
RSBU,2022,5,PZ,鎧碩從化,F,D,NULL
RSBU,2022,5,PZ,瀚山川中山,F,D,NULL
RSBU,2022,5,PZ,鵬塑深圳,A,B,C
RSBU,2022,5,PZ,鵬萬佛山,B,C,A
RSBU,2022,5,PZ,麗光江門,F,D,NULL
RSBU,2022,5,PZ,麗利東莞,F,D,NULL
RSBU,2022,5,PZ,麗豪廣州,E,C,A
RSBU,2022,5,PZ,寶利特福建,C,C,C
RSBU,2022,5,PZ,寶來開平,B,C,A
RSBU,2022,5,PZ,寶泰東莞,E,D,A
RSBU,2022,5,PZ,寶暉清遠,G,C,A
RSBU,2022,5,PZ,寶譽揭陽,D,C,C
RSBU,2022,5,PZ,競發中山,A,B,A
RSBU,2022,5,PZ,耀麗中山,F,D,NULL
RSBU,2022,5,PZ,鐘誠順德,F,D,NULL
RSBU,2022,5,PZ,騰發中山,F,D,NULL
RSBU,2022,5,PZ,騰發古鎮,F,D,NULL
RSBU,2022,5,PZ,騰發揭陽,F,A,NULL
RSBU,2022,5,PZ,騰翔清遠,F,C,NULL
RSBU,2022,5,PZ,騰嘉廣東,F,D,NULL
RSBU,2022,5,PZ,騰億中山,F,D,NULL
RSBU,2022,5,PZ,鑫安泰深圳,D,D,A
RSBU,2022,5,PZ,鑫深柳州,D,D,A
RSBU,2022,5,PZ,鑫祺勝東莞,G,C,B
RSBU,2022,5,PZ,鑫蘭港深圳,F,D,NULL
